,vid_name,labeled_SVO_ts,labeled_train_SVO_ts
2140,s05e24_seg01_clip_00,[],[]
2141,s05e24_seg01_clip_01,"[('Leonard', 'hold', 'control'), ('Leonard', 'ask', 'Sheldon'), ('Sheldon', 'answer', 'Leonard')]","[(0, 41, 8), (0, 28, 5), (3, 14, 0)]"
2142,s05e24_seg01_clip_02,"[('Raj', 'take', 'hold'), ('Amy', 'pick', 'can'), ('Raj', 'pull', 'out'), ('Sheldon', 'carry', 'bottle')]","[(4, 6, 23), (6, 11, 10), (1, 6, 12), (1, 6, 12)]"
2143,s05e24_seg02_clip_00,"[('Mike', 'call', 'Howard'), ('Howard', 'close', 'eye'), ('Howard', 'touch', 'knob')]","[(3, 33, 13), (3, 20, 10), (7, 14, 0)]"
2144,s05e24_seg02_clip_01,"[('Bernadette', 'ask', 'Howard'), ('Bernadette', 'discover', 'necklace'), ('Howard', 'get', 'irritated'), ('Howard', 'give', 'Bernadette'), ('Howard', 'hand', 'box'), ('Howard', 'gift', 'something'), ('Bernadette', 'kiss', 'Howard')]","[(7, 28, 5), (3, 17, 21), (3, 31, 5), (3, 31, 2), (7, 26, 5), (3, 26, 5), (7, 14, 0)]"
2145,s05e24_seg02_clip_02,"[('Howard', 'get', 'off'), ('Howard', 'close', 'door'), ('Howard', 'shake', 'head'), ('Howard', 'kiss', 'Bernadette'), ('Howard', 'get', 'up'), ('Howard', 'walk', 'to'), ('Howard', 'talk', 'to'), ('Bernadette', 'talk', 'to'), ('Bernadette', 'kiss', 'Howard')]","[(3, 33, 0), (3, 38, 13), (3, 26, 5), (7, 26, 5), (3, 26, 5), (3, 14, 0), (7, 14, 0), (7, 26, 5), (3, 26, 5)]"
2146,s05e24_seg02_clip_03,"[('Amy', 'wear', 'dress'), ('Amy', 'wear', 'dress')]","[(6, 9, 1), (6, 9, 1)]"
2147,s05e24_seg02_clip_04,"[('Amy', 'wear', 'tiara'), ('Sheldon', 'mention', 'Leonard')]","[(6, 9, 1), (4, 6, 12)]"
2148,s05e24_seg02_clip_05,"[('Howard', 'get', 'married'), ('Bernadette', 'sit', 'bench'), ('Howard', 'sit', 'bench'), ('Howard', 'call', 'Bernie'), ('Bernadette', 'sit', 'bench')]","[(3, 17, 21), (7, 14, 0), (3, 14, 0), (3, 29, 5), (7, 14, 0)]"
2149,s05e24_seg02_clip_06,"[('Mike', 'call', 'Howard'), ('Howard', 'talk', 'to'), ('Sheldon', 'watch', 'Howard')]","[(1, 19, 5), (6, 19, 5), (6, 19, 5)]"
2150,s05e24_seg02_clip_07,"[('Sheldon', 'ask', 'Leonard'), ('Leonard', 'flinch', 'eye'), ('Penny', 'hold', 'glass'), ('Penny', 'stand', 'next to'), ('Amy', 'wear', 'tiara'), ('Howard', 'touch', 'chin'), ('Howard', 'hold', 'drink')]","[(1, 28, 5), (2, 41, 12), (6, 9, 1), (3, 20, 13), (3, 41, 12), (4, 7, 12), (4, 6, 12)]"
2151,s05e24_seg02_clip_08,"[('Leonard', 'sit', 'at')]","[(6, 9, 1)]"
2152,s05e24_seg02_clip_09,"[('Sheldon', 'get', 'ready'), ('Howard', 'give', 'Leonard'), ('Raj', 'drink', 'wine'), ('Sheldon', 'pick', 'phone')]","[(1, 17, 21), (3, 31, 5), (4, 24, 12), (1, 11, 8)]"
2153,s05e24_seg02_clip_10,"[('Howard', 'call', 'Bernadette'), ('Bernadette', 'tell', 'Howard'), ('Howard', 'hand', 'money'), ('Sheldon', 'approach', 'Howard'), ('Sheldon', 'give', 'Howard')]","[(3, 29, 5), (3, 31, 3), (1, 31, 5), (1, 17, 5), (3, 31, 3)]"
2154,s05e24_seg02_clip_11,[],[]
2155,s05e24_seg02_clip_12,"[('Penny', 'hold', 'card'), ('Raj', 'read', 'speech'), ('Raj', 'shake', 'head')]","[(2, 41, 3), (4, 19, 2), (4, 38, 13)]"
2156,s05e24_seg02_clip_13,[],[]
2157,s05e24_seg02_clip_14,"[('Amy', 'wear', 'tiara'), ('Sheldon', 'give', 'speech')]","[(6, 9, 1), (1, 31, 2)]"
2158,s05e24_seg02_clip_15,[],[]
2159,s05e24_seg02_clip_16,[],[]
2160,s06e01_seg01_clip_00,"[('Sheldon', 'hear', 'praise'), ('Bernadette', 'kiss', 'Howard'), ('Howard', 'kiss', 'Bernadette'), ('Bernadette', 'dress', 'attire'), ('Howard', 'kiss', 'Bernadette'), ('Bernadette', 'kiss', 'Howard')]","[(1, 3, 21), (7, 26, 5), (3, 26, 5), (7, 9, 1), (3, 26, 5), (7, 26, 5)]"
2161,s06e01_seg01_clip_01,[],[]
2162,s06e01_seg02_clip_00,"[('Penny', 'hold', 'glass'), ('Penny', 'take', 'bottle'), ('Amy', 'call', 'Penny'), ('Penny', 'get', 'wine'), ('Penny', 'apply', 'cream')]","[(2, 41, 12), (2, 6, 12), (6, 29, 5), (2, 17, 12), (2, 33, 12)]"
2163,s06e01_seg02_clip_01,"[('Penny', 'sit', 'couch')]","[(2, 14, 0)]"
2164,s06e01_seg02_clip_02,"[('Raj', 'put', 'tray'), ('Raj', 'sit', 'down'), ('Sheldon', 'tell', 'Raj'), ('Raj', 'hold', 'leg')]","[(4, 2, 12), (4, 41, 13), (4, 23, 5), (4, 23, 5)]"
2165,s06e01_seg02_clip_03,"[('Bernadette', 'call', 'Howard')]","[(7, 29, 5)]"
2166,s06e01_seg02_clip_04,[],[]
2167,s06e01_seg02_clip_05,"[('Raj', 'hold', 'glass'), ('Raj', 'wave', 'Sheldon'), ('Raj', 'wave', 'Amy'), ('Raj', 'pick', 'restaurant'), ('Amy', 'express', 'sentiment')]","[(4, 41, 12), (4, 11, 0), (1, 17, 0), (4, 29, 5), (4, 29, 5)]"
2168,s06e01_seg02_clip_06,"[('Raj', 'hold', 'glass'), ('Raj', 'recommend', 'Amy'), ('Raj', 'hold', 'finger')]","[(4, 41, 12), (4, 41, 13), (4, 40, 0)]"
2169,s06e01_seg02_clip_07,"[('leonard', 'hand', 'beer'), ('Sheldon', 'hold', 'menu'), ('Amy', 'eat', 'together')]","[(0, 31, 12), (0, 14, 0), (2, 14, 0)]"
2170,s06e01_seg02_clip_08,"[('Penny', 'watch', 'football'), ('Raj', 'knock', 'door'), ('Leonard', 'open', 'door'), ('Leonard', 'sit', 'up')]","[(2, 19, 20), (4, 4, 0), (0, 30, 0), (0, 2, 12)]"
2171,s06e01_seg02_clip_09,[],[]
2172,s06e01_seg02_clip_10,"[('Penny', 'drink', 'beer'), ('Penny', 'take', 'drink'), ('Penny', 'sit', 'couch'), ('Penny', 'take', 'sip'), ('Penny', 'shake', 'bottle')]","[(2, 24, 12), (2, 6, 12), (2, 14, 0), (2, 6, 12), (2, 38, 12)]"
2173,s06e01_seg02_clip_11,"[('Penny', 'put', 'bottle'), ('Penny', 'call', 'guy'), ('Penny', 'hang', 'out'), ('Penny', 'swing', 'leg'), ('Raj', 'sit', 'up')]","[(2, 2, 12), (2, 29, 5), (4, 2, 12), (4, 2, 12), (2, 2, 12)]"
2174,s06e01_seg02_clip_12,"[('Leonard', 'sit', 'couch'), ('Leonard', 'wear', 'shirt'), ('Raj', 'sit', 'couch'), ('Raj', 'put', 'hand'), ('Raj', 'get', 'out')]","[(0, 14, 0), (0, 9, 1), (4, 14, 0), (4, 2, 13), (4, 17, 21)]"
2175,s06e01_seg02_clip_13,[],[]
2176,s06e01_seg02_clip_14,"[('Stuart', 'hold', 't shirt'), ('Amy', 'seem', 'happy')]","[(8, 41, 1), (6, 19, 21)]"
2177,s06e01_seg02_clip_15,"[('Stuart', 'hold', 'mug'), ('Stuart', 'hand', 'cup'), ('Stuart', 'hold', 'mug')]","[(8, 41, 12), (8, 31, 12), (8, 41, 12)]"
2178,s06e01_seg02_clip_16,"[('Raj', 'leave', 'store'), ('Raj', 'hold', 'Cup'), ('Raj', 'hold', 'cup'), ('Raj', 'hold', 'cup'), ('Raj', 'put', 'cup'), ('Raj', 'thank', 'Stuart')]","[(4, 21, 12), (4, 41, 12), (4, 41, 12), (4, 41, 12), (4, 2, 12), (4, 1, 5)]"
2179,s06e01_seg02_clip_17,"[('Bernadette', 'call', 'Howard')]","[(7, 29, 5)]"
2180,s06e02_seg01_clip_00,"[('Penny', 'get', 'bottle'), ('Bernadette', 'open', 'gift'), ('Penny', 'bring', 'bottle'), ('Penny', 'sit', 'couch'), ('Bernadette', 'pull', 'ladle'), ('Bernadette', 'sit', 'in')]","[(2, 17, 12), (7, 30, 10), (2, 6, 12), (2, 14, 0), (7, 40, 14), (7, 28, 5)]"
2181,s06e02_seg01_clip_01,"[('Bernadette', 'call', 'Howard')]","[(7, 29, 5)]"
2182,s06e02_seg02_clip_00,[],[]
2183,s06e02_seg02_clip_01,"[('Leonard', 'ask', 'Sheldon')]","[(0, 28, 5)]"
2184,s06e02_seg02_clip_02,"[('Sheldon', 'scold', 'Raj')]","[(4, 38, 13)]"
2185,s06e02_seg02_clip_03,"[('Sheldon', 'speak', 'to'), ('Amy', 'make', 'Sheldon'), ('Amy', 'offer', 'hand')]","[(1, 6, 13), (6, 41, 13), (4, 2, 12)]"
2186,s06e02_seg02_clip_04,[],[]
2187,s06e02_seg02_clip_05,[],[]
2188,s06e02_seg02_clip_06,[],[]
2189,s06e02_seg02_clip_07,"[('Sheldon', 'get', 'chair'), ('Sheldon', 'sit', 'chair')]","[(1, 17, 0), (1, 14, 0)]"
2190,s06e02_seg02_clip_08,"[('Sheldon', 'wear', 'bathrobe'), ('Sheldon', 'knock', 'door'), ('Sheldon', 'get', 'up'), ('Sheldon', 'call', 'Leonard'), ('Sheldon', 'approach', 'door'), ('Sheldon', 'knock', 'door')]","[(1, 9, 1), (1, 4, 0), (1, 29, 5), (1, 4, 0), (1, 4, 0), (1, 28, 5)]"
2191,s06e02_seg02_clip_09,"[('Sheldon', 'wear', 'robe'), ('Penny', 'ask', 'Sheldon'), ('Penny', 'put', 'hand')]","[(1, 9, 1), (2, 28, 5), (2, 2, 13)]"
2192,s06e02_seg02_clip_10,"[('Sheldon', 'wear', 'robe')]","[(1, 9, 1)]"
2193,s06e02_seg02_clip_11,"[('Sheldon', 'tell', 'Penny')]","[(2, 2, 13)]"
2194,s06e02_seg02_clip_12,"[('Amy', 'pick', 'glasses'), ('Sheldon', 'leave', 'bedroom'), ('Penny', 'call', 'Amy'), ('Amy', 'pick', 'glasses'), ('Sheldon', 'lay', 'cellphone'), ('Sheldon', 'switch', 'cellphone')]","[(6, 11, 12), (1, 21, 0), (2, 29, 5), (6, 11, 12), (1, 13, 8), (6, 11, 8)]"
2195,s06e02_seg02_clip_13,[],[]
2196,s06e02_seg02_clip_14,"[('Sheldon', 'hold', 'mug'), ('Bernadette', 'shake', 'head'), ('Sheldon', 'give', 'Stuart')]","[(1, 41, 12), (7, 38, 13), (1, 31, 5)]"
2197,s06e02_seg02_clip_15,"[('Sheldon', 'hold', 'mug'), ('Leonard', 'hold', 'bottle'), ('Sheldon', 'talk', 'to'), ('Sheldon', 'tell', 'Leonard'), ('Sheldon', 'call', 'Sheldon')]","[(1, 41, 12), (0, 41, 12), (1, 29, 5), (1, 0, 19), (0, 0, 19)]"
2198,s06e02_seg02_clip_16,"[('Penny', 'sit', 'couch'), ('Sheldon', 'sit', 'couch'), ('Sheldon', 'eat', 'take out'), ('Penny', 'eat', 'take out'), ('Leonard', 'pick', 'napkin'), ('Leonard', 'tell', 'Penny'), ('Sheldon', 'put', 'mug'), ('Sheldon', 'put', 'mug')]","[(2, 14, 0), (1, 14, 0), (1, 24, 10), (2, 24, 10), (0, 11, 10), (1, 2, 12), (1, 2, 12), (0, 11, 10)]"
2199,s06e02_seg02_clip_17,"[('Leonard', 'text', 'Penny'), ('Penny', 'put', 'phone')]","[(2, 2, 8), (2, 6, 8)]"
2200,s06e03_seg01_clip_00,"[('Howard', 'wear', 'hat'), ('Howard', 'ask', 'Bernie'), ('Bernie', 'hang', 'up'), ('Penny', 'open', 'door'), ('Penny', 'tell', 'Sheldon')]","[(3, 9, 1), (3, 28, 5), (2, 30, 0), (2, 30, 0), (2, 6, 2)]"
2201,s06e03_seg01_clip_01,"[('Sheldon', 'give', 'Penny'), ('Penny', 'open', 'door'), ('Leonard', 'work', 'inside'), ('Sheldon', 'give', 'Penny'), ('Penny', 'seem', 'annoyed'), ('Sheldon', 'open', 'box'), ('Sheldon', 'bend', 'over'), ('Penny', 'ask', 'Sheldon'), ('Sheldon', 'hold', 'box')]","[(1, 31, 5), (2, 30, 0), (1, 31, 5), (2, 19, 21), (1, 30, 2), (2, 28, 5), (1, 41, 2), (1, 31, 2), (1, 40, 2)]"
2202,s06e03_seg01_clip_02,"[('Sheldon', 'reference', 'Peter'), ('Sheldon', 'reference', 'Higgs'), ('Penny', 'ask', 'Sheldon'), ('Leonard', 'drink', 'water'), ('Leonard', 'take', 'sip'), ('Leonard', 'tell', 'Penny'), ('Penny', 'ask', 'Sheldon')]","[(2, 28, 5), (0, 24, 12), (0, 6, 12), (2, 28, 5), (0, 24, 12), (0, 6, 12), (0, 2, 13)]"
2203,s06e03_seg01_clip_03,"[('Sheldon', 'ask', 'Leonard'), ('Leonard', 'drink', 'water'), ('Leonard', 'go', 'through'), ('Sheldon', 'hold', 'Notebook'), ('Sheldon', 'take', 'notebook'), ('Sheldon', 'hold', 'notebook'), ('Sheldon', 'hand', 'book'), ('Penny', 'throw', 'notebook'), ('Penny', 'read', 'title')]","[(1, 28, 5), (0, 24, 12), (1, 41, 2), (1, 6, 2), (1, 41, 2), (1, 31, 2), (2, 8, 2), (2, 19, 10), (2, 31, 2)]"
2204,s06e03_seg02_clip_00,"[('Sheldon', 'hold', 'pen'), ('Sheldon', 'ask', 'applicant')]","[(1, 41, 2), (1, 28, 10)]"
2205,s06e03_seg02_clip_01,[],[]
2206,s06e03_seg02_clip_02,"[('Howard', 'call', 'Bernadette'), ('Howard', 'call', 'Bernadette'), ('Howard', 'in', 'space')]","[(3, 29, 5), (3, 29, 5), (7, 28, 5)]"
2207,s06e03_seg02_clip_03,"[('Amy', 'sit', 'couch'), ('Penny', 'sit', 'couch')]","[(6, 14, 0), (2, 14, 0)]"
2208,s06e03_seg02_clip_04,[],[]
2209,s06e03_seg02_clip_05,[],[]
2210,s06e03_seg02_clip_06,"[('Amy', 'spread', 'scent'), ('Amy', 'wear', 'shirt'), ('Leonard', 'wear', 'jacket')]","[(6, 9, 1), (0, 9, 1), (2, 28, 5)]"
2211,s06e03_seg02_clip_07,"[('Leonard', 'have', 'spoon')]","[(1, 41, 13)]"
2212,s06e03_seg02_clip_08,[],[]
2213,s06e03_seg02_clip_09,"[('Leonard', 'stay', 'seat'), ('Leonard', 'stay', 'watch'), ('Bernadette', 'ask', 'Howard')]","[(7, 28, 5), (1, 8, 14), (1, 2, 13)]"
2214,s06e03_seg02_clip_10,"[('Penny', 'put', 'face')]","[(2, 2, 13)]"
2215,s06e03_seg02_clip_11,"[('Penny', 'drive', 'car'), ('Penny', 'talk', 'about'), ('Amy', 'talk', 'about'), ('Penny', 'drive', 'car'), ('Penny', 'seem', 'upset')]","[(2, 27, 0), (2, 27, 0), (2, 19, 21), (2, 14, 0), (0, 14, 0)]"
2216,s06e03_seg02_clip_12,[],[]
2217,s06e03_seg02_clip_13,[],[]
2218,s06e04_seg01_clip_00,[],[]
2219,s06e04_seg02_clip_00,[],[]
2220,s06e04_seg02_clip_01,[],[]
2221,s06e04_seg02_clip_02,[],[]
2222,s06e04_seg02_clip_03,[],[]
2223,s06e04_seg02_clip_04,[],[]
2224,s06e04_seg02_clip_05,[],[]
2225,s06e04_seg02_clip_06,[],[]
2226,s06e04_seg02_clip_07,[],[]
2227,s06e04_seg02_clip_08,[],[]
2228,s06e04_seg02_clip_09,[],[]
2229,s06e04_seg02_clip_10,[],[]
2230,s06e04_seg02_clip_11,[],[]
2231,s06e04_seg02_clip_12,[],[]
2232,s06e04_seg02_clip_13,[],[]
2233,s06e04_seg02_clip_14,[],[]
2234,s06e04_seg02_clip_15,[],[]
2235,s06e04_seg02_clip_16,[],[]
2236,s06e04_seg02_clip_17,[],[]
2237,s06e05_seg01_clip_00,[],[]
2238,s06e05_seg02_clip_00,[],[]
2239,s06e05_seg02_clip_01,[],[]
2240,s06e05_seg02_clip_02,[],[]
2241,s06e05_seg02_clip_03,[],[]
2242,s06e05_seg02_clip_04,[],[]
2243,s06e05_seg02_clip_05,[],[]
2244,s06e05_seg02_clip_06,[],[]
2245,s06e05_seg02_clip_07,[],[]
2246,s06e05_seg02_clip_08,[],[]
2247,s06e05_seg02_clip_09,[],[]
2248,s06e05_seg02_clip_10,[],[]
2249,s06e05_seg02_clip_11,[],[]
2250,s06e05_seg02_clip_12,[],[]
2251,s06e05_seg02_clip_13,[],[]
2252,s06e05_seg02_clip_14,[],[]
2253,s06e05_seg02_clip_15,[],[]
2254,s06e05_seg02_clip_16,[],[]
2255,s06e05_seg02_clip_17,[],[]
2256,s06e06_seg01_clip_00,[],[]
2257,s06e06_seg01_clip_01,[],[]
2258,s06e06_seg02_clip_00,[],[]
2259,s06e06_seg02_clip_01,[],[]
2260,s06e06_seg02_clip_02,[],[]
2261,s06e06_seg02_clip_03,[],[]
2262,s06e06_seg02_clip_04,[],[]
2263,s06e06_seg02_clip_05,[],[]
2264,s06e06_seg02_clip_06,[],[]
2265,s06e06_seg02_clip_07,[],[]
2266,s06e06_seg02_clip_08,[],[]
2267,s06e06_seg02_clip_09,[],[]
2268,s06e06_seg02_clip_10,[],[]
2269,s06e06_seg02_clip_11,[],[]
2270,s06e06_seg02_clip_12,[],[]
2271,s06e06_seg02_clip_13,[],[]
2272,s06e06_seg02_clip_14,[],[]
2273,s06e06_seg02_clip_15,"[('Penny', 'show', 'Leonard'), ('Raj', 'sit', 'with'), ('Penny', 'leave', 'Leonard'), ('Penny', 'make', 'face')]","[(2, 21, 5), (1, 31, 9), (2, 6, 2), (2, 17, 17)]"
2274,s06e06_seg02_clip_16,"[('Penny', 'threaten', 'Amy'), ('Penny', 'threaten', 'Bernadette'), ('Penny', 'discuss', 'paper'), ('Amy', 'discuss', 'paper')]","[(2, 0, 2), (6, 0, 2), (7, 0, 2), (1, 11, 23)]"
2275,s06e07_seg01_clip_00,"[('Sheldon', 'try', 'record'), ('Sheldon', 'hold', 'figure')]","[(1, 41, 2), (1, 28, 5)]"
2276,s06e07_seg01_clip_01,"[('Sheldon', 'wear', 't shirt')]","[(1, 9, 1)]"
2277,s06e07_seg01_clip_02,"[('Sheldon', 'sit', 'sofa')]","[(1, 14, 0)]"
2278,s06e07_seg01_clip_03,"[('Amy', 'threaten', 'Sheldon'), ('Amy', 'call', 'Sheldon')]","[(6, 29, 5), (1, 31, 2)]"
2279,s06e07_seg02_clip_00,"[('Howard', 'sit', 'bed'), ('Howard', 'take', 'cloth'), ('Howard', 'talk', 'to'), ('Howard', 'open', 'drawer'), ('Howard', 'close', 'drawer')]","[(3, 14, 0), (3, 6, 7), (3, 30, 0), (3, 33, 0), (3, 14, 0)]"
2280,s06e07_seg02_clip_01,"[('Sheldon', 'come', 'apartment'), ('Howard', 'pick', 'hat'), ('Sheldon', 'enter', 'apartment'), ('Leonard', 'sit', 'at')]","[(3, 11, 1), (1, 17, 0), (3, 6, 1), (1, 17, 0)]"
2281,s06e07_seg02_clip_02,"[('Sheldon', 'take', 'jacket'), ('Sheldon', 'take', 'bottle'), ('Leonard', 'open', 'refrigerator'), ('Sheldon', 'take', 'jacket'), ('Sheldon', 'take', 'a bottle of water'), ('Sheldon', 'put', 'jacket'), ('Sheldon', 'take', 'jacket'), ('Leonard', 'get', 'up')]","[(1, 6, 1), (1, 6, 12), (0, 30, 8), (1, 6, 1), (1, 6, 12), (1, 2, 1), (1, 6, 1), (1, 6, 12)]"
2282,s06e07_seg02_clip_03,"[('Sheldon', 'talk', 'to')]","[(1, 29, 5)]"
2283,s06e07_seg02_clip_04,"[('Leonard', 'hold', 'A bottle of water'), ('Amy', 'on', 'screen')]","[(0, 41, 12), (2, 14, 12)]"
2284,s06e07_seg02_clip_05,"[('Penny', 'see', 'mom'), ('Howard', 'throw', 'napkin'), ('Sheldon', 'knock', 'door')]","[(2, 19, 5), (3, 8, 10), (1, 4, 0)]"
2285,s06e07_seg02_clip_06,"[('Sheldon', 'hand', 'DVDs'), ('Amy', 'open', 'door'), ('Sheldon', 'leave', 'Amy'), ('Sheldon', 'give', 'Amy'), ('Amy', 'open', 'door'), ('Sheldon', 'knock', 'door'), ('Amy', 'ask', 'Sheldon'), ('Sheldon', 'knock', 'door'), ('Sheldon', 'get', 'something'), ('Sheldon', 'hand', 'something')]","[(1, 31, 19), (6, 30, 0), (1, 21, 5), (1, 31, 5), (6, 30, 0), (1, 4, 0), (6, 28, 5), (1, 4, 0), (6, 37, 0), (6, 31, 2)]"
2286,s06e07_seg02_clip_07,"[('Raj', 'call', 'move'), ('Raj', 'speak', 'to'), ('Howard', 'speak', 'to')]","[(4, 29, 23), (0, 33, 2), (0, 6, 2)]"
2287,s06e07_seg02_clip_08,"[('Leonard', 'pick', 'box'), ('Leonard', 'leave', 'room'), ('Sheldon', 'go', 'to')]","[(0, 11, 2), (0, 21, 0), (1, 17, 5)]"
2288,s06e07_seg02_clip_09,"[('Penny', 'ask', 'Sheldon'), ('Penny', 'ask', 'Sheldon'), ('Penny', 'put', 'ice'), ('Sheldon', 'get', 'heart'), ('Penny', 'suggest', 'Sheldon'), ('Sheldon', 'at', 'restaurant')]","[(2, 28, 5), (2, 28, 5), (2, 2, 12), (1, 17, 13), (1, 24, 12), (1, 14, 21)]"
2289,s06e07_seg02_clip_10,"[('Sheldon', 'get', 'long island tea'), ('Penny', 'fill', 'drink'), ('Penny', 'grab', 'straw')]","[(1, 17, 12), (1, 6, 12), (1, 11, 12)]"
2290,s06e07_seg02_clip_11,"[('Amy', 'eat', 'Nut'), ('Sheldon', 'hand', 'drink'), ('Sheldon', 'sit', 'at'), ('Sheldon', 'drink', 'tea'), ('Sheldon', 'take', 'sip')]","[(6, 24, 12), (1, 31, 12), (1, 24, 12), (1, 6, 12), (1, 2, 10)]"
2291,s06e07_seg02_clip_12,"[('Howard', 'enter', 'room'), ('Howard', 'put', 'box'), ('Sheldon', 'hold', 'straw'), ('Sheldon', 'sit', 'at'), ('Howard', 'take', 'frame'), ('Howard', 'place', 'frame'), ('Howard', 'sit', 'couch')]","[(3, 17, 0), (3, 2, 2), (1, 41, 10), (3, 6, 2), (3, 14, 0), (7, 14, 0), (3, 6, 2)]"
2292,s06e07_seg02_clip_13,"[('Bernadette', 'lift', 'box'), ('Howard', 'sit', 'couch'), ('Bernadette', 'sit', 'couch'), ('Bernadette', 'get', 'up'), ('Bernadette', 'pick', 'box'), ('Bernadette', 'sit', 'couch'), ('Howard', 'sit', 'couch'), ('Sheldon', 'knock', 'door'), ('Bernadette', 'sit', 'couch')]","[(3, 14, 0), (7, 14, 0), (7, 11, 2), (7, 14, 0), (3, 14, 0), (1, 4, 0), (7, 14, 0), (1, 4, 0), (7, 28, 5)]"
2293,s06e07_seg02_clip_14,"[('Sheldon', 'say', 'Tea'), ('Sheldon', 'put', 'fist')]","[(1, 2, 13), (1, 41, 13)]"
2294,s06e07_seg02_clip_15,"[('Sheldon', 'throw', 'up')]","[(1, 20, 13)]"
2295,s06e08_seg01_clip_00,"[('Sheldon', 'draw', 'at'), ('Howard', 'put', 'phone'), ('Howard', 'look', 'phone'), ('Howard', 'look', 'watch')]","[(3, 2, 8), (3, 19, 5), (1, 31, 10), (1, 21, 0)]"
2296,s06e08_seg02_clip_00,"[('Penny', 'ask', 'Leonard'), ('Leonard', 'grab', 'kettle'), ('Leonard', 'say', 'English'), ('Penny', 'get', 'message'), ('Penny', 'have', 'cellphone'), ('Penny', 'talk', 'to'), ('Leonard', 'take', 'drink')]","[(2, 28, 5), (2, 17, 9), (0, 6, 12), (0, 28, 5), (0, 30, 12), (0, 40, 12), (0, 6, 12)]"
2297,s06e08_seg02_clip_01,"[('Leonard', 'hold', 'tea bag'), ('Penny', 'pour', 'milk')]","[(0, 41, 1), (2, 35, 12)]"
2298,s06e08_seg02_clip_02,"[('Alex', 'hold', 'phone'), ('Leonard', 'hold', 'kettle'), ('Leonard', 'talk', 'to')]","[(0, 41, 12), (0, 35, 12), (3, 28, 5)]"
2299,s06e08_seg02_clip_03,"[('Raj', 'turn', 'corner')]","[(1, 6, 1)]"
2300,s06e08_seg02_clip_04,"[('Sheldon', 'work', 'on'), ('Sheldon', 'use', 'computer')]","[(0, 8, 13), (0, 2, 13)]"
2301,s06e08_seg02_clip_05,"[('Sheldon', 'call', 'Leonard'), ('Sheldon', 'talk', 'to'), ('Sheldon', 'call', 'Leonard'), ('Sheldon', 'at', 'home'), ('Leonard', 'at', 'home')]","[(1, 29, 5), (1, 29, 5), (0, 30, 8), (0, 28, 5), (0, 14, 0)]"
2302,s06e08_seg02_clip_06,"[('Leonard', 'wear', 'hoodie'), ('Leonard', 'talk', 'with')]","[(0, 9, 1), (0, 38, 13)]"
2303,s06e08_seg02_clip_07,[],[]
2304,s06e08_seg02_clip_08,"[('Howard', 'have', 'wallet'), ('Howard', 'enter', 'room'), ('Howard', 'shove', 'Raj'), ('Raj', 'enter', 'room')]","[(3, 17, 0), (4, 17, 0), (3, 5, 5), (3, 31, 5)]"
2305,s06e08_seg02_clip_09,"[('Leonard', 'ask', 'Cole'), ('Leonard', 'catch', 'up')]","[(0, 28, 5), (0, 30, 0)]"
2306,s06e08_seg02_clip_10,[],[]
2307,s06e08_seg02_clip_11,"[('Leonard', 'hold', 'mug')]","[(0, 41, 12)]"
2308,s06e08_seg02_clip_12,"[('Leonard', 'have', 'mug')]","[(0, 41, 12)]"
2309,s06e08_seg02_clip_13,[],[]
2310,s06e08_seg02_clip_14,"[('Penny', 'hold', 'Purse'), ('Penny', 'talk', 'to')]","[(2, 41, 1), (2, 6, 1)]"
2311,s06e08_seg02_clip_15,[],[]
2312,s06e08_seg02_clip_16,"[('Howard', 'watch', 'Sheldon'), ('Raj', 'watch', 'Sheldon'), ('Howard', 'in', 'cafeteria'), ('Howard', 'watch', 'Sheldon'), ('Raj', 'watch', 'Sheldon'), ('Sheldon', 'open', 'portal'), ('Sheldon', 'open', 'case'), ('Howard', 'see', 'Sheldon')]","[(3, 19, 5), (4, 19, 5), (3, 19, 5), (4, 19, 5), (1, 30, 10), (1, 30, 2), (3, 19, 5), (4, 19, 5)]"
2313,s06e08_seg02_clip_17,"[('Sheldon', 'take', 'ball'), ('Sheldon', 'pull', 'box'), ('Sheldon', 'throw', 'mask'), ('Sheldon', 'throw', 'ball')]","[(1, 6, 20), (1, 40, 2), (1, 8, 22), (1, 8, 20)]"
2314,s06e08_seg02_clip_18,"[('Sheldon', 'pick', 'hacky sack'), ('Sheldon', 'hit', 'hacky sack')]","[(1, 11, 1), (1, 17, 1)]"
2315,s06e09_seg01_clip_00,[],[]
2316,s06e09_seg01_clip_01,"[('Howard', 'get', 'car'), ('Sheldon', 'tell', 'Howard')]","[(3, 17, 0), (4, 1, 5)]"
2317,s06e09_seg02_clip_00,"[('Seibert', 'tell', 'Sheldon'), ('Sheldon', 'call', 'Seibert'), ('Sheldon', 'see', 'slot'), ('Sheldon', 'try', 'to')]","[(1, 29, 5), (1, 19, 2), (0, 41, 0), (1, 2, 8)]"
2318,s06e09_seg02_clip_01,[],[]
2319,s06e09_seg02_clip_02,[],[]
